TransactionID,SaleDate,CustomerID,ProductID,StoreID,CampaignID,SaleAmount,DiscountPercentPct,PaymentMethod
31,2024-09-23,1089,2041,404,0.0,2406.09,11,DebitCard
32,2024-09-21,1116,2033,402,3.0,268.15,5,DebitCard
33,2025-05-13,1038,2047,402,0.0,1803.01,21,Cash
34,2025-03-19,1091,2035,401,3.0,3872.65,4,DebitCard
35,2025-05-06,1116,2022,404,,697.76,25,CreditCard
36,2025-05-08,1188,2034,402,0.0,125.51,13,DebitCard
37,2024-11-25,1032,2029,402,,55.96,6,DebitCard
38,2025-04-13,1071,2065,404,2.0,274.92,6,GiftCard
39,2025-05-22,1020,2039,404,2.0,4929.06,22,CreditCard
40,2024-07-19,1048,2079,401,1.0,814.88,7,GiftCard
41,2025-01-21,1080,2015,403,3.0,1409.56,18,Cash
42,2024-12-15,1005,2022,403,0.0,459.86,23,CreditCard
43,2025-03-15,1082,2056,402,1.0,603.38,0,MobilePay
44,2025-01-21,1023,2096,402,1.0,337.34,15,MobilePay
45,2024-06-21,1156,2009,404,1.0,63.76,16,DebitCard
46,2024-11-05,1034,2098,401,1.0,1918.03,22,MobilePay
47,2024-12-07,1071,2015,404,3.0,1976.39,22,CreditCard
48,2024-12-26,1113,2092,404,3.0,1500.13,20,Cash
49,2024-11-26,1063,2035,404,2.0,3710.95,4,CreditCard
50,2024-09-05,1138,2023,402,1.0,789.03,13,GiftCard
51,2024-11-07,1106,2079,404,0.0,3945.18,16,CreditCard
52,2024-10-30,1089,2079,404,1.0,1728.21,17,CreditCard
53,2024-11-29,1171,2051,402,1.0,1091.54,6,MobilePay
54,2025-04-29,1169,2079,402,1.0,2205.97,2,DebitCard
55,2024-08-27,1194,2035,404,0.0,3870.61,1,GiftCard
56,2024-06-22,1057,2099,401,1.0,89.74,6,Cash
57,2024-08-03,1066,2027,404,2.0,1234.13,23,Cash
58,2025-02-28,1116,2013,401,3.0,3717.57,8,MobilePay
59,2024-07-03,1160,2041,401,0.0,2427.7,12,DebitCard
60,2024-10-26,1087,2079,404,2.0,4229.18,16,DebitCard
61,2025-02-09,1187,2083,403,3.0,1660.18,24,DebitCard
62,2024-12-25,1062,2011,403,1.0,1161.21,21,CreditCard
63,2025-01-23,1126,2023,404,2.0,4461.44,11,DebitCard
64,2025-02-07,1002,2024,401,3.0,1528.42,3,Cash
65,2025-02-02,1125,2002,401,3.0,647.1,1,DebitCard
66,2024-12-21,1135,2070,403,3.0,45.2,5,CreditCard
67,2024-07-20,1066,2097,402,3.0,3153.14,22,CreditCard
68,2025-03-05,1025,2037,402,2.0,1091.56,13,GiftCard
69,2024-09-20,1141,2023,404,0.0,2612.29,5,CreditCard
70,2024-11-16,1034,2091,401,3.0,3096.6,2,DebitCard
71,2025-01-31,1020,2035,401,3.0,4058.33,23,CreditCard
72,2024-09-01,1115,2038,404,0.0,1493.17,16,GiftCard
73,2025-05-14,1071,2019,402,0.0,2338.33,2,DebitCard
74,2025-02-01,1008,2041,404,,1690.5,2,DebitCard
75,2025-03-16,1050,2069,402,2.0,189.25,1,MobilePay
76,2024-08-09,1191,2036,404,2.0,1888.22,12,CreditCard
77,2024-12-03,1020,2055,403,0.0,1925.73,17,MobilePay
78,2025-04-03,1005,2086,403,1.0,1320.44,23,DebitCard
79,2025-05-02,1005,2062,401,3.0,1356.76,0,DebitCard
80,2025-04-11,1177,2084,404,0.0,663.31,3,GiftCard
81,2024-10-09,1103,2000,404,1.0,1264.14,23,Cash
82,2024-12-02,1013,2097,402,3.0,2681.2,9,DebitCard
83,2024-06-13,1061,2039,401,0.0,4286.33,12,DebitCard
84,2024-07-18,1165,2063,403,2.0,990.87,24,Cash
85,2024-11-25,1037,2076,402,2.0,1716.1,18,Cash
86,2024-10-15,1068,2036,403,3.0,920.77,0,GiftCard
87,2024-11-29,1195,2058,403,1.0,505.45,19,Cash
88,2025-03-11,1032,2048,404,1.0,122.19,22,DebitCard
89,2024-12-03,1025,2056,401,3.0,331.1,20,Cash
90,2025-04-16,1019,2033,403,3.0,1710.94,12,DebitCard
91,2025-04-09,1097,2080,404,0.0,507.8,21,DebitCard
92,2025-01-31,1058,2055,401,0.0,1403.3,13,CreditCard
93,2025-04-28,1034,2054,404,3.0,4066.34,23,DebitCard
94,2024-08-10,1005,2030,404,1.0,1293.91,5,Cash
95,2024-11-22,1119,2086,402,,1975.92,3,CreditCard
96,2024-09-30,1176,2041,402,3.0,2216.14,6,GiftCard
97,2024-10-22,1179,2079,403,,4002.4,16,Cash
98,2025-05-23,1190,2036,402,2.0,420.76,18,GiftCard
99,2024-09-11,1196,2017,401,0.0,909.61,24,DebitCard
100,2024-12-21,1023,2041,404,1.0,4444.07,11,CreditCard
101,2024-10-25,1069,2032,404,2.0,710.49,1,DebitCard
102,2024-07-19,1036,2028,404,2.0,819.42,20,CreditCard
103,2024-09-16,1089,2086,403,2.0,505.95,14,DebitCard
104,2024-06-11,1143,2070,402,3.0,52.31,5,MobilePay
105,2024-11-07,1034,2046,401,1.0,61.94,2,DebitCard
106,2025-05-15,1138,2095,402,0.0,1250.52,18,Cash
107,2025-05-10,1176,2056,404,2.0,1387.08,25,CreditCard
108,2024-12-13,1091,2041,402,3.0,1454.48,5,MobilePay
109,2025-01-09,1012,2031,402,1.0,1542.06,13,DebitCard
110,2024-08-24,1071,2029,401,1.0,85.63,16,Cash
111,2025-03-20,1034,2054,402,0.0,735.8,18,CreditCard
112,2025-02-25,1190,2091,403,0.0,1496.97,19,DebitCard
113,2024-12-30,1168,2058,401,,833.15,14,GiftCard
114,2025-01-31,1113,2019,403,0.0,3309.43,19,MobilePay
115,2024-12-23,1097,2067,403,3.0,1418.47,7,CreditCard
116,2025-04-09,1196,2027,404,1.0,1663.47,25,DebitCard
117,2024-11-04,1080,2085,403,1.0,974.82,4,MobilePay
118,2024-07-09,1005,2054,402,2.0,2348.64,6,Cash
119,2025-04-17,1108,2092,401,2.0,1176.94,3,CreditCard
120,2024-08-27,1057,2044,403,2.0,1624.08,1,CreditCard
121,2025-04-06,1159,2082,401,2.0,582.88,10,DebitCard
122,2025-03-06,1089,2023,404,,4873.15,5,CreditCard
123,2024-07-09,1096,2043,402,2.0,1156.81,15,DebitCard
124,2024-07-06,1116,2006,401,3.0,911.99,13,CreditCard
125,2024-09-20,1029,2009,403,3.0,53.18,14,DebitCard
126,2024-08-30,1014,2041,402,2.0,1039.93,4,DebitCard
127,2024-12-02,1033,2090,402,2.0,1730.44,10,DebitCard
128,2024-06-19,1066,2073,404,3.0,839.81,8,Cash
129,2025-05-20,1032,2046,401,0.0,92.44,12,MobilePay
130,2024-12-08,1079,2028,403,0.0,272.35,7,Cash
131,2024-12-06,1089,2082,402,1.0,388.32,0,CreditCard
132,2024-08-03,1019,2091,404,3.0,4469.22,1,Cash
133,2025-01-11,1082,2080,403,0.0,1281.2,24,Cash
134,2025-03-19,1090,2039,404,0.0,1791.85,5,CreditCard
135,2025-01-11,1023,2064,404,0.0,1629.14,5,DebitCard
136,2025-01-15,1121,2007,404,2.0,214.44,14,DebitCard
137,2025-01-12,1032,2067,402,2.0,1560.21,22,MobilePay
138,2025-01-28,1089,2019,404,1.0,3122.33,23,MobilePay
139,2024-07-29,1167,2050,402,0.0,784.52,14,DebitCard
140,2025-03-17,1171,2094,401,3.0,85.55,22,Cash
141,2024-10-04,1087,2062,402,1.0,626.79,23,MobilePay
142,2025-03-15,1138,2067,401,1.0,350.79,3,Cash
143,2024-08-15,1159,2021,404,,1453.19,7,DebitCard
144,2025-05-22,1192,2057,402,2.0,1579.52,1,Cash
145,2025-04-28,1032,2036,404,3.0,1642.94,20,CreditCard
146,2025-03-21,1020,2091,403,0.0,2821.59,20,CreditCard
147,2024-07-22,1116,2097,402,0.0,1499.17,15,Cash
148,2024-11-19,1006,2050,403,0.0,104.97,25,MobilePay
149,2025-05-08,1166,2029,402,,76.14,18,CreditCard
150,2025-04-01,1120,2000,401,,341.56,1,Cash
151,2025-05-10,1108,2041,402,0.0,3375.28,2,CreditCard
152,2025-01-02,1032,2002,402,2.0,1248.88,7,DebitCard
153,2024-09-07,1170,2067,403,,1039.29,22,DebitCard
154,2025-05-28,1099,2005,404,2.0,746.33,24,Cash
155,2024-06-29,1066,2094,403,2.0,1636.34,7,CreditCard
156,2024-08-12,1118,2061,402,0.0,1890.03,24,DebitCard
157,2024-06-16,1071,2040,403,3.0,115.46,8,CreditCard
158,2024-08-18,1199,2054,403,2.0,2300.1,5,DebitCard
159,2024-11-16,1086,2063,404,2.0,1467.81,14,DebitCard
160,2024-07-04,1046,2041,401,2.0,3211.8,10,CreditCard
161,2024-11-12,1089,2093,403,3.0,1961.05,21,Cash
162,2025-05-14,1005,2095,402,1.0,1372.27,6,MobilePay
163,2024-11-16,1071,2046,403,0.0,105.07,19,CreditCard
164,2025-05-14,1195,2023,403,2.0,1010.52,0,GiftCard
165,2025-02-22,1099,2015,403,3.0,1243.16,23,GiftCard
166,2025-02-04,1051,2019,404,3.0,4147.31,10,DebitCard
167,2025-05-21,1170,2009,403,1.0,139.83,9,CreditCard
168,2025-01-09,1130,2035,402,3.0,2993.1,22,CreditCard
169,2024-10-26,1141,2019,401,3.0,3961.24,1,DebitCard
170,2025-03-29,1089,2057,404,2.0,1666.65,4,Cash
171,2024-12-14,1196,2055,401,1.0,365.84,13,CreditCard
172,2025-05-09,1020,2032,402,2.0,640.51,25,Cash
173,2024-12-11,1043,2074,402,2.0,1149.06,0,GiftCard
174,2025-03-29,1034,2098,403,3.0,109.06,19,CreditCard
175,2025-04-23,1164,2061,402,3.0,192.3,7,DebitCard
176,2024-06-26,1123,2043,402,2.0,1728.52,17,GiftCard
177,2025-05-23,1089,2013,403,0.0,1615.63,11,Cash
178,2024-07-12,1098,2053,402,1.0,1870.82,2,Cash
179,2025-02-15,1116,2065,404,2.0,225.6,15,Cash
180,2024-11-02,1061,2054,401,,4470.53,14,Cash
181,2025-01-16,1137,2019,404,2.0,3937.36,2,CreditCard
182,2024-10-25,1145,2046,403,,117.02,10,CreditCard
183,2024-09-22,1174,2016,401,2.0,762.93,21,DebitCard
184,2024-07-31,1102,2005,401,2.0,1062.7,20,GiftCard
185,2024-08-02,1035,2070,403,2.0,81.02,7,CreditCard
186,2024-12-05,1144,2013,403,0.0,3126.66,2,CreditCard
187,2025-03-19,1176,2076,404,1.0,1187.87,17,GiftCard
188,2024-08-10,1158,2048,402,1.0,1899.0,2,CreditCard
189,2024-07-17,1089,2052,402,3.0,1484.88,14,CreditCard
190,2024-06-27,1071,2084,404,2.0,946.34,21,DebitCard
191,2024-12-11,1173,2092,403,1.0,594.06,0,CreditCard
192,2024-09-29,1076,2090,402,3.0,730.17,10,CreditCard
193,2025-05-09,1070,2039,404,3.0,4795.74,8,MobilePay
194,2025-03-22,1073,2010,403,2.0,467.27,8,DebitCard
195,2025-03-31,1143,2017,401,1.0,1356.18,25,DebitCard
196,2024-12-10,1013,2054,404,1.0,0.0,13,CreditCard
197,2024-12-14,1104,2060,404,2.0,1309.5,19,Cash
198,2025-04-30,1071,2092,401,1.0,1683.33,0,DebitCard
199,2025-05-09,1005,2023,403,0.0,3212.52,0,CreditCard
200,2025-05-07,1116,2069,404,1.0,962.64,1,MobilePay
201,2024-08-19,1116,2082,403,0.0,1592.0,12,CreditCard
202,2024-12-19,1044,2081,404,2.0,1355.05,5,CreditCard
203,2024-08-16,1089,2000,403,3.0,1910.37,7,GiftCard
204,2024-10-01,1002,2054,402,,1880.63,23,MobilePay
205,2024-11-07,1180,2088,401,2.0,480.66,0,DebitCard
206,2025-05-17,1116,2077,403,3.0,1613.89,18,CreditCard
207,2025-03-29,1174,2010,404,2.0,1150.13,19,DebitCard
208,2024-06-27,1129,2097,402,3.0,1424.31,1,DebitCard
209,2024-12-22,1032,2058,402,3.0,1139.65,23,CreditCard
210,2025-01-25,1005,2000,402,0.0,1415.75,5,DebitCard
211,2024-12-13,1066,2060,401,1.0,1543.36,3,DebitCard
212,2025-05-24,1107,2048,404,3.0,1381.32,8,Cash
213,2025-01-19,1167,2015,402,3.0,1469.32,9,CreditCard
214,2024-08-31,1034,2059,404,1.0,725.01,21,CreditCard
215,2024-09-21,1185,2004,404,0.0,181.22,5,MobilePay
216,2024-12-25,1172,2006,402,3.0,1102.53,2,CreditCard
217,2025-03-02,1035,2037,402,2.0,1556.45,0,DebitCard
218,2025-03-28,1116,2066,402,2.0,1899.61,0,Cash
219,2025-04-19,1160,2071,404,,1304.47,13,CreditCard
220,2024-10-31,1178,2019,403,3.0,1514.05,24,GiftCard
221,2025-04-11,1032,2071,404,1.0,547.24,19,DebitCard
222,2024-10-11,1032,2011,402,,1229.69,4,MobilePay
223,2024-06-17,1071,2042,403,0.0,420.55,25,CreditCard
224,2025-02-25,1193,2031,402,1.0,1562.25,23,GiftCard
225,2024-10-30,1091,2040,404,3.0,54.83,20,DebitCard
226,2024-08-23,1011,2028,402,,1188.86,12,CreditCard
227,2025-02-15,1050,2046,402,2.0,125.02,10,CreditCard
228,2025-05-20,1125,2093,403,3.0,1784.26,14,CreditCard
229,2025-05-29,1134,2019,401,3.0,3338.16,3,DebitCard
230,2024-06-29,1071,2047,401,3.0,80.68,10,DebitCard
231,2024-12-11,1004,2035,403,,3533.15,21,DebitCard
232,2025-03-22,1027,2067,402,2.0,571.28,7,DebitCard
233,2024-11-04,1103,2031,402,0.0,1723.53,12,DebitCard
234,2025-03-05,1005,2060,401,1.0,1698.39,16,Cash
235,2025-01-11,1024,2005,402,3.0,1852.11,9,DebitCard
236,2025-01-31,1139,2004,402,2.0,453.96,25,CreditCard
237,2024-07-31,1101,2038,402,3.0,1104.1,23,CreditCard
238,2024-11-01,1176,2064,403,,1685.42,21,CreditCard
239,2024-10-15,1152,2099,403,,1985.54,0,Cash
240,2024-11-30,1096,2087,404,2.0,1440.56,2,DebitCard
241,2024-07-05,1116,2040,403,0.0,72.26,7,CreditCard
242,2025-03-05,1066,2091,404,0.0,918.79,17,DebitCard
243,2024-12-26,1098,2079,404,1.0,1263.12,15,DebitCard
244,2024-10-30,1020,2023,401,2.0,2679.04,7,DebitCard
245,2024-07-03,1063,2063,402,1.0,1900.21,1,DebitCard
246,2024-10-12,1084,2055,402,1.0,396.39,4,DebitCard
247,2024-11-04,1188,2062,402,2.0,816.22,16,CreditCard
248,2024-07-19,1151,2023,401,3.0,1443.42,11,DebitCard
249,2025-03-19,1017,2052,404,2.0,1334.39,15,Cash
250,2025-02-14,1018,2076,404,3.0,1591.91,23,Cash
251,2024-10-22,1137,2010,401,2.0,1244.72,18,CreditCard
252,2024-12-18,1165,2096,403,3.0,242.28,21,Cash
253,2024-08-31,1142,2073,402,3.0,1375.13,0,DebitCard
254,2025-02-01,1034,2037,404,0.0,1884.32,18,Cash
255,2024-07-29,1116,2066,404,0.0,1408.69,14,Cash
256,2024-10-07,1181,2054,401,1.0,3832.2,19,CreditCard
257,2024-12-06,1084,2059,402,1.0,1331.75,6,DebitCard
258,2024-11-03,1050,2054,404,,1752.55,20,DebitCard
259,2025-02-08,1147,2097,402,1.0,1680.59,0,MobilePay
260,2025-04-12,1163,2046,404,2.0,74.1,16,CreditCard
261,2024-08-10,1076,2075,401,2.0,645.49,8,MobilePay
262,2024-08-16,1130,2076,402,3.0,1289.23,17,DebitCard
263,2025-02-03,1044,2062,403,2.0,1257.85,2,DebitCard
264,2025-04-14,1124,2079,404,3.0,4279.51,13,Cash
265,2024-11-30,1034,2028,403,,612.91,2,Cash
266,2025-03-13,1197,2070,401,2.0,125.26,5,CreditCard
267,2024-10-25,1010,2056,402,0.0,1324.66,14,GiftCard
268,2024-09-10,1008,2044,401,0.0,512.04,21,DebitCard
269,2025-03-24,1089,2078,404,1.0,1636.38,13,MobilePay
270,2025-03-22,1136,2097,402,2.0,1703.04,20,Cash
271,2025-04-11,1173,2017,404,2.0,297.43,6,DebitCard
272,2025-04-14,1089,2097,404,2.0,2188.28,23,MobilePay
273,2024-07-03,1196,2097,403,2.0,2696.2,4,MobilePay
274,2024-12-21,1187,2091,403,3.0,2433.39,17,DebitCard
275,2024-08-27,1072,2070,402,3.0,135.18,1,MobilePay
276,2025-03-06,1032,2023,404,3.0,3598.66,15,DebitCard
277,2024-07-26,1040,2035,401,2.0,3490.29,9,Cash
278,2025-01-13,1020,2096,402,0.0,52.12,22,CreditCard
279,2024-11-27,1071,2056,401,,285.16,8,DebitCard
280,2025-04-12,1122,2079,401,0.0,2154.03,16,GiftCard
281,2024-09-30,1192,2082,402,,1240.12,10,DebitCard
282,2024-08-08,1054,2019,404,3.0,890.1,19,CreditCard
283,2024-07-13,1150,2044,404,1.0,1307.01,20,Cash
284,2024-09-10,1184,2099,401,2.0,1233.51,21,CreditCard
285,2024-08-17,1165,2035,404,1.0,3172.68,23,Cash
286,2024-12-09,1092,2016,404,3.0,1381.74,13,Cash
287,2025-03-06,1197,2039,401,,4651.61,22,DebitCard
288,2025-05-14,1073,2064,404,3.0,1096.3,0,CreditCard
289,2024-12-30,1079,2035,402,3.0,3934.51,17,DebitCard
290,2025-01-14,1079,2093,402,,897.24,15,DebitCard
291,2024-11-20,1079,2084,402,1.0,369.47,8,DebitCard
292,2025-05-16,1184,2054,402,2.0,1031.26,22,Cash
293,2025-04-26,1109,2019,403,0.0,2798.52,16,CreditCard
294,2024-06-24,1042,2032,401,0.0,1042.21,10,GiftCard
295,2024-06-20,1062,2054,404,1.0,4358.68,17,GiftCard
296,2024-12-15,1189,2028,403,2.0,201.88,8,CreditCard
297,2024-10-26,1013,2097,401,0.0,4397.15,1,DebitCard
298,2025-03-10,1022,2001,403,2.0,523.04,18,CreditCard
299,2024-10-25,1197,2093,402,3.0,1106.01,24,DebitCard
300,2025-01-08,1002,2000,404,2.0,1083.14,24,Cash
301,2024-09-06,1015,2018,403,1.0,1063.53,2,GiftCard
302,2025-02-07,1191,2019,402,3.0,3055.19,17,CreditCard
303,2024-11-15,1060,2054,404,2.0,1723.8,23,DebitCard
304,2024-07-02,1066,2023,404,3.0,2112.29,6,DebitCard
305,2025-03-08,1118,2019,401,2.0,3635.95,1,DebitCard
306,2024-06-18,1083,2035,403,0.0,1670.75,2,CreditCard
307,2025-05-29,1005,2071,402,0.0,322.6,25,DebitCard
308,2024-06-06,1056,2079,403,0.0,1664.69,23,DebitCard
309,2025-03-25,1066,2091,402,2.0,4740.26,25,CreditCard
310,2024-06-22,1110,2050,404,,386.97,8,CreditCard
311,2024-08-28,1020,2019,401,1.0,2745.01,2,CreditCard
312,2025-04-20,1022,2023,404,1.0,4109.76,8,DebitCard
313,2025-03-18,1182,2069,404,2.0,400.64,1,CreditCard
314,2024-10-07,1020,2091,403,1.0,950.6,24,DebitCard
315,2025-01-17,1188,2035,404,1.0,3166.34,23,CreditCard
316,2025-03-22,1151,2054,402,1.0,4146.81,19,CreditCard
317,2025-05-22,1044,2011,401,1.0,982.08,13,CreditCard
318,2024-10-12,1033,2029,403,,108.66,19,CreditCard
319,2024-07-29,1089,2047,404,2.0,316.08,20,Cash
320,2024-08-05,1163,2083,403,2.0,1198.45,13,CreditCard
321,2024-08-12,1176,2023,401,3.0,3968.74,25,Cash
322,2024-12-19,1089,2078,402,0.0,324.25,17,MobilePay
323,2025-02-27,1089,2019,403,2.0,3619.29,9,DebitCard
324,2024-10-19,1184,2079,404,1.0,2718.87,4,Cash
325,2024-10-29,1025,2073,402,0.0,115.15,4,CreditCard
326,2024-06-08,1026,2023,404,0.0,4541.56,16,MobilePay
327,2024-07-10,1157,2090,401,1.0,896.69,18,CreditCard
328,2024-06-23,1048,2070,403,2.0,16.95,12,DebitCard
329,2024-12-20,1039,2013,404,3.0,615.81,8,DebitCard
330,2024-08-10,1020,2014,403,3.0,1339.03,22,CreditCard
331,2024-07-09,1047,2048,403,0.0,956.86,8,CreditCard
332,2024-09-01,1015,2019,401,3.0,3153.77,10,CreditCard
333,2024-12-15,1133,2068,404,1.0,203.96,14,Cash
334,2025-04-27,1128,2066,402,3.0,1969.52,0,MobilePay
335,2025-05-23,1032,2019,404,1.0,1660.49,23,DebitCard
336,2025-05-01,1017,2097,404,2.0,4627.23,22,Cash
337,2024-06-06,1150,2053,401,1.0,1186.22,18,GiftCard
338,2025-05-20,1066,2012,403,2.0,565.07,13,CreditCard
339,2025-01-17,1121,2041,404,3.0,4503.08,6,DebitCard
340,2024-10-12,1032,2047,401,2.0,1693.55,21,Cash
341,2025-04-11,1058,2091,403,3.0,901.79,12,Cash
342,2024-11-16,1104,2097,403,1.0,3693.06,13,DebitCard
343,2024-11-06,1134,2003,402,1.0,536.51,20,Cash
344,2024-11-21,1180,2054,404,0.0,1588.72,2,Cash
345,2024-11-30,1121,2044,403,2.0,1393.26,10,CreditCard
346,2024-09-24,1041,2099,402,1.0,574.71,6,Cash
347,2024-11-08,1034,2016,402,0.0,1236.27,8,CreditCard
348,2025-05-12,1181,2054,404,3.0,2600.14,22,CreditCard
349,2025-01-27,1101,2000,403,2.0,260.8,0,GiftCard
350,2024-06-28,1163,2040,403,2.0,82.42,0,GiftCard
351,2024-09-07,1005,2087,402,3.0,555.88,21,CreditCard
352,2024-11-09,1009,2073,402,1.0,1294.71,4,CreditCard
353,2024-11-26,1091,2021,402,3.0,554.37,11,CreditCard
354,2025-03-23,1046,2042,401,1.0,648.82,19,Cash
355,2025-03-15,1066,2059,401,0.0,429.36,21,CreditCard
356,2024-07-20,1135,2013,402,1.0,4942.36,11,CreditCard
357,2025-04-24,1036,2029,401,1.0,18.12,13,Cash
358,2024-11-20,1116,2020,404,0.0,895.74,12,CreditCard
359,2024-11-13,1122,2004,402,0.0,1525.85,7,Cash
360,2024-12-10,1034,2031,402,2.0,250.28,16,CreditCard
361,2024-12-04,1016,2038,403,2.0,1389.22,21,CreditCard
362,2024-07-26,1125,2024,402,3.0,487.43,3,DebitCard
363,2025-05-27,1034,2021,401,0.0,1298.63,8,GiftCard
364,2025-03-08,1152,2084,401,0.0,275.79,15,DebitCard
365,2024-11-17,1020,2019,402,0.0,3477.49,25,DebitCard
366,2025-01-20,1155,2053,401,0.0,1580.28,12,MobilePay
367,2024-12-02,1199,2097,402,3.0,677.33,0,CreditCard
368,2024-12-02,1032,2009,401,0.0,103.66,12,Cash
369,2024-08-02,1066,2012,403,3.0,627.24,12,DebitCard
370,2024-11-23,1116,2037,403,2.0,276.01,11,Cash
371,2025-04-09,1002,2084,402,3.0,573.2,2,DebitCard
372,2025-02-21,1087,2079,404,2.0,3604.56,5,DebitCard
373,2024-11-27,1042,2013,402,3.0,3552.77,5,GiftCard
374,2024-08-15,1091,2087,402,3.0,852.0,11,MobilePay
375,2024-06-20,1080,2097,402,2.0,3597.09,4,MobilePay
376,2024-12-31,1186,2054,404,0.0,4704.67,15,Cash
377,2024-12-04,1126,2009,404,2.0,17.05,18,DebitCard
378,2024-08-31,1103,2010,404,3.0,1021.99,12,Cash
379,2024-10-05,1190,2013,404,0.0,4063.02,19,Cash
380,2025-05-19,1130,2083,404,2.0,1642.35,19,DebitCard
381,2025-04-05,1196,2060,403,0.0,1334.87,3,DebitCard
382,2024-06-01,1162,2037,403,0.0,1010.22,7,Cash
383,2025-03-28,1104,2039,402,3.0,4210.49,21,GiftCard
384,2024-08-18,1193,2081,401,3.0,1199.17,7,DebitCard
385,2024-12-04,1001,2006,404,3.0,1573.11,8,CreditCard
386,2025-05-01,1044,2016,401,2.0,800.09,3,Cash
387,2025-05-24,1195,2079,403,3.0,1121.81,24,Cash
388,2024-12-27,1131,2097,403,1.0,3308.75,5,CreditCard
389,2024-09-27,1172,2023,403,2.0,3122.63,24,CreditCard
390,2025-05-12,1172,2068,403,3.0,1069.32,14,DebitCard
391,2024-06-11,1034,2023,403,1.0,3607.68,13,CreditCard
392,2024-09-28,1008,2057,401,1.0,1144.48,14,DebitCard
393,2024-09-06,1178,2013,404,2.0,742.11,13,CreditCard
394,2025-02-26,1032,2081,403,1.0,1930.37,25,CreditCard
395,2024-09-28,1066,2023,401,3.0,1689.08,15,Cash
396,2024-08-06,1001,2029,401,2.0,118.31,10,CreditCard
397,2025-01-03,1077,2073,403,,1074.52,23,DebitCard
398,2025-05-17,1129,2097,404,1.0,3485.01,5,DebitCard
399,2024-10-12,1192,2060,401,2.0,1813.77,15,Cash
400,2024-12-29,1010,2041,404,0.0,2931.07,23,DebitCard
401,2024-09-23,1197,2065,404,2.0,425.4,7,CreditCard
402,2024-12-06,1042,2098,401,1.0,1558.49,15,CreditCard
403,2025-04-13,1026,2079,401,1.0,3725.91,23,CreditCard
404,2024-06-16,1116,2071,401,1.0,844.88,5,DebitCard
405,2024-11-19,1080,2019,401,0.0,3135.24,19,GiftCard
406,2025-02-07,1066,2041,401,3.0,4199.55,13,CreditCard
407,2024-06-14,1071,2079,403,1.0,4491.4,4,Cash
408,2025-05-20,1165,2001,402,0.0,818.46,14,Cash
409,2024-12-14,1071,2092,403,1.0,480.54,24,DebitCard
410,2025-04-03,1116,2072,401,3.0,192.63,23,DebitCard
411,2025-01-24,1050,2062,403,1.0,1258.06,14,Cash
412,2025-04-26,1115,2040,402,2.0,144.21,10,DebitCard
413,2024-08-09,1056,2082,404,2.0,1479.3,14,Cash
414,2025-04-18,1091,2062,401,0.0,1724.49,16,CreditCard
415,2024-07-28,1067,2080,401,0.0,1281.67,20,GiftCard
416,2025-03-25,1196,2004,403,3.0,339.83,20,DebitCard
417,2024-11-02,1150,2037,402,0.0,1029.23,1,DebitCard
418,2025-01-20,1157,2096,402,1.0,1153.33,6,GiftCard
419,2025-04-17,1032,2005,402,1.0,770.4,5,Cash
420,2024-06-19,1089,2058,401,,251.29,14,DebitCard
