TransactionID,SaleDate,CustomerID,ProductID,StoreID,CampaignID,SaleAmount,DiscountPercentPct,PaymentMethod
46,11/5/24,1034,2098,401,1,1918.03,22,MobilePay
47,12/7/24,1071,2015,404,3,1976.39,22,CreditCard
48,12/26/24,1113,2092,404,3,1500.13,20,Cash
49,11/26/24,1063,2035,404,2,3710.95,4,CreditCard
50,9/5/24,1138,2023,402,1,789.03,13,GiftCard
51,11/7/24,1106,2079,404,0,3945.18,16,CreditCard
52,10/30/24,1089,2079,404,1,1728.21,17,CreditCard
53,11/29/24,1171,2051,402,1,1091.54,6,MobilePay
54,4/29/25,1169,2079,402,1,2205.97,2,DebitCard
55,8/27/24,1194,2035,404,0,3870.61,1,GiftCard
56,6/22/24,1057,2099,401,1,89.74,6,Cash
57,8/3/24,1066,2027,404,2,1234.13,23,Cash
58,2/28/25,1116,2013,401,3,3717.57,8,MobilePay
59,7/3/24,1160,2041,401,0,2427.7,12,DebitCard
60,10/26/24,1087,2079,404,2,4229.18,16,DebitCard
61,2/9/25,1187,2083,403,3,1660.18,24,DebitCard
62,12/25/24,1062,2011,403,1,1161.21,21,CreditCard
63,1/23/25,1126,2023,404,2,4461.44,11,DebitCard
64,2/7/25,1002,2024,401,3,1528.42,3,Cash
65,2/2/25,1125,2002,401,3,647.1,1,DebitCard
66,12/21/24,1135,2070,403,3,45.2,5,CreditCard
67,7/20/24,1066,2097,402,3,3153.14,22,CreditCard
68,3/5/25,1025,2037,402,2,1091.56,13,GiftCard
69,9/20/24,1141,2023,404,0,2612.29,5,CreditCard
70,11/16/24,1034,2091,401,3,3096.6,2,DebitCard
71,1/31/25,1020,2035,401,3,4058.33,23,CreditCard
72,9/1/24,1115,2038,404,0,1493.17,16,GiftCard
73,5/14/25,1071,2019,402,0,2338.33,2,DebitCard
74,2/1/25,1008,2041,404,,1690.5,2,DebitCard
75,3/16/25,1050,2069,402,2,189.25,1,MobilePay
76,8/9/24,1191,2036,404,2,1888.22,12,CreditCard
77,12/3/24,1020,2055,403,0,1925.73,17,MobilePay
78,4/3/25,1005,2086,403,1,1320.44,23,DebitCard
79,5/2/25,1005,2062,401,3,1356.76,0,DebitCard
80,4/11/25,1177,2084,404,0,663.31,3,GiftCard
81,10/9/24,1103,2000,404,1,1264.14,23,Cash
82,12/2/24,1013,2097,402,3,2681.2,9,DebitCard
83,6/13/24,1061,2039,401,0,4286.33,12,DebitCard
84,7/18/24,1165,2063,403,2,990.87,24,Cash
85,11/25/24,1037,2076,402,2,1716.1,18,Cash
86,10/15/24,1068,2036,403,3,920.77,0,GiftCard
87,11/29/24,1195,2058,403,1,505.45,19,Cash
88,3/11/25,1032,2048,404,1,122.19,22,DebitCard
89,12/3/24,1025,2056,401,3,331.1,20,Cash
90,4/16/25,1019,2033,403,3,1710.94,12,DebitCard
91,4/9/25,1097,2080,404,0,507.8,21,DebitCard
92,1/31/25,1058,2055,401,0,1403.3,13,CreditCard
93,4/28/25,1034,2054,404,3,4066.34,23,DebitCard
94,8/10/24,1005,2030,404,1,1293.91,5,Cash
95,11/22/24,1119,2086,402,,1975.92,3,CreditCard
96,9/30/24,1176,2041,402,3,2216.14,6,GiftCard
97,10/22/24,1179,2079,403,,4002.4,16,Cash
98,5/23/25,1190,2036,402,2,420.76,18,GiftCard
99,9/11/24,1196,2017,401,0,909.61,24,DebitCard
100,12/21/24,1023,2041,404,1,4444.07,11,CreditCard
101,10/25/24,1069,2032,404,2,710.49,1,DebitCard
102,7/19/24,1036,2028,404,2,819.42,20,CreditCard
103,9/16/24,1089,2086,403,2,505.95,14,DebitCard
104,6/11/24,1143,2070,402,3,52.31,5,MobilePay
105,11/7/24,1034,2046,401,1,61.94,2,DebitCard
106,5/15/25,1138,2095,402,0,1250.52,18,Cash
107,5/10/25,1176,2056,404,2,1387.08,25,CreditCard
108,12/13/24,1091,2041,402,3,1454.48,5,MobilePay
109,1/9/25,1012,2031,402,1,1542.06,13,DebitCard
110,8/24/24,1071,2029,401,1,85.63,16,Cash
111,3/20/25,1034,2054,402,0,735.8,18,CreditCard
112,2/25/25,1190,2091,403,0,1496.97,19,DebitCard
113,12/30/24,1168,2058,401,,833.15,14,GiftCard
114,1/31/25,1113,2019,403,0,3309.43,19,MobilePay
115,12/23/24,1097,2067,403,3,1418.47,7,CreditCard
116,4/9/25,1196,2027,404,1,1663.47,25,DebitCard
117,11/4/24,1080,2085,403,1,974.82,4,MobilePay
118,7/9/24,1005,2054,402,2,2348.64,6,Cash
119,4/17/25,1108,2092,401,2,1176.94,3,CreditCard
120,8/27/24,1057,2044,403,2,1624.08,1,CreditCard
121,4/6/25,1159,2082,401,2,582.88,10,DebitCard
122,3/6/25,1089,2023,404,,4873.15,5,CreditCard
123,7/9/24,1096,2043,402,2,1156.81,15,DebitCard
124,7/6/24,1116,2006,401,3,911.99,13,CreditCard
125,9/20/24,1029,2009,403,3,53.18,14,DebitCard
126,8/30/24,1014,2041,402,2,1039.93,4,DebitCard
127,12/2/24,1033,2090,402,2,1730.44,10,DebitCard
128,6/19/24,1066,2073,404,3,839.81,8,Cash
129,5/20/25,1032,2046,401,0,92.44,12,MobilePay
130,12/8/24,1079,2028,403,0,272.35,7,Cash
131,12/6/24,1089,2082,402,1,388.32,0,CreditCard
132,8/3/24,1019,2091,404,3,4469.22,1,Cash
133,1/11/25,1082,2080,403,0,1281.2,24,Cash
134,3/19/25,1090,2039,404,0,1791.85,5,CreditCard
135,1/11/25,1023,2064,404,0,1629.14,5,DebitCard
136,1/15/25,1121,2007,404,2,214.44,14,DebitCard
137,1/12/25,1032,2067,402,2,1560.21,22,MobilePay
138,1/28/25,1089,2019,404,1,3122.33,23,MobilePay
139,7/29/24,1167,2050,402,0,784.52,14,DebitCard
140,3/17/25,1171,2094,401,3,85.55,22,Cash
141,10/4/24,1087,2062,402,1,626.79,23,MobilePay
142,3/15/25,1138,2067,401,1,350.79,3,Cash
143,8/15/24,1159,2021,404,,1453.19,7,DebitCard
144,5/22/25,1192,2057,402,2,1579.52,1,Cash
145,4/28/25,1032,2036,404,3,1642.94,20,CreditCard
146,3/21/25,1020,2091,403,0,2821.59,20,CreditCard
147,7/22/24,1116,2097,402,0,1499.17,15,Cash
148,11/19/24,1006,2050,403,0,104.97,25,MobilePay
149,5/8/25,1166,2029,402,,76.14,18,CreditCard
150,4/1/25,1120,2000,401,,341.56,1,Cash
151,5/10/25,1108,2041,402,0,3375.28,2,CreditCard
152,1/2/25,1032,2002,402,2,1248.88,7,DebitCard
153,9/7/24,1170,2067,403,,1039.29,22,DebitCard
154,5/28/25,1099,2005,404,2,746.33,24,Cash
155,6/29/24,1066,2094,403,2,1636.34,7,CreditCard
156,8/12/24,1118,2061,402,0,1890.03,24,DebitCard
157,6/16/24,1071,2040,403,3,115.46,8,CreditCard
158,8/18/24,1199,2054,403,2,2300.1,5,DebitCard
159,11/16/24,1086,2063,404,2,1467.81,14,DebitCard
160,7/4/24,1046,2041,401,2,3211.8,10,CreditCard
161,11/12/24,1089,2093,403,3,1961.05,21,Cash
162,5/14/25,1005,2095,402,1,1372.27,6,MobilePay
163,11/16/24,1071,2046,403,0,105.07,19,CreditCard
164,5/14/25,1195,2023,403,2,1010.52,0,GiftCard
165,2/22/25,1099,2015,403,3,1243.16,23,GiftCard
166,2/4/25,1051,2019,404,3,4147.31,10,DebitCard
167,5/21/25,1170,2009,403,1,139.83,9,CreditCard
168,1/9/25,1130,2035,402,3,2993.1,22,CreditCard
169,10/26/24,1141,2019,401,3,3961.24,1,DebitCard
170,3/29/25,1089,2057,404,2,1666.65,4,Cash
171,12/14/24,1196,2055,401,1,365.84,13,CreditCard
172,5/9/25,1020,2032,402,2,640.51,25,Cash
173,12/11/24,1043,2074,402,2,1149.06,0,GiftCard
174,3/29/25,1034,2098,403,3,109.06,19,CreditCard
175,4/23/25,1164,2061,402,3,192.3,7,DebitCard
176,6/26/24,1123,2043,402,2,1728.52,17,GiftCard
177,5/23/25,1089,2013,403,0,1615.63,11,Cash
178,7/12/24,1098,2053,402,1,1870.82,2,Cash
179,2/15/25,1116,2065,404,2,225.6,15,Cash
180,11/2/24,1061,2054,401,,4470.53,14,Cash
181,1/16/25,1137,2019,404,2,3937.36,2,CreditCard
182,10/25/24,1145,2046,403,,117.02,10,CreditCard
183,9/22/24,1174,2016,401,2,762.93,21,DebitCard
184,7/31/24,1102,2005,401,2,1062.7,20,GiftCard
185,8/2/24,1035,2070,403,2,81.02,7,CreditCard
186,12/5/24,1144,2013,403,0,3126.66,2,CreditCard
187,3/19/25,1176,2076,404,1,1187.87,17,GiftCard
188,8/10/24,1158,2048,402,1,1899,2,CreditCard
189,7/17/24,1089,2052,402,3,1484.88,14,CreditCard
190,6/27/24,1071,2084,404,2,946.34,21,DebitCard
191,12/11/24,1173,2092,403,1,594.06,0,CreditCard
192,9/29/24,1076,2090,402,3,730.17,10,CreditCard
193,5/9/25,1070,2039,404,3,4795.74,8,MobilePay
194,3/22/25,1073,2010,403,2,467.27,8,DebitCard
195,3/31/25,1143,2017,401,1,1356.18,25,DebitCard
196,12/10/24,1013,2054,404,1,0,13,CreditCard
197,12/14/24,1104,2060,404,2,1309.5,19,Cash
198,4/30/25,1071,2092,401,1,1683.33,0,DebitCard
199,5/9/25,1005,2023,403,0,3212.52,0,CreditCard
200,5/7/25,1116,2069,404,1,962.64,1,MobilePay
201,8/19/24,1116,2082,403,0,1592,12,CreditCard
202,12/19/24,1044,2081,404,2,1355.05,5,CreditCard
203,8/16/24,1089,2000,403,3,1910.37,7,GiftCard
204,10/1/24,1002,2054,402,,1880.63,23,MobilePay
205,11/7/24,1180,2088,401,2,480.66,0,DebitCard
206,5/17/25,1116,2077,403,3,1613.89,18,CreditCard
207,3/29/25,1174,2010,404,2,1150.13,19,DebitCard
208,6/27/24,1129,2097,402,3,1424.31,1,DebitCard
209,12/22/24,1032,2058,402,3,1139.65,23,CreditCard
210,1/25/25,1005,2000,402,0,1415.75,5,DebitCard
211,12/13/24,1066,2060,401,1,1543.36,3,DebitCard
212,5/24/25,1107,2048,404,3,1381.32,8,Cash
213,1/19/25,1167,2015,402,3,1469.32,9,CreditCard
214,8/31/24,1034,2059,404,1,725.01,21,CreditCard
215,9/21/24,1185,2004,404,0,181.22,5,MobilePay
216,12/25/24,1172,2006,402,3,1102.53,2,CreditCard
217,3/2/25,1035,2037,402,2,1556.45,0,DebitCard
218,3/28/25,1116,2066,402,2,1899.61,0,Cash
219,4/19/25,1160,2071,404,,1304.47,13,CreditCard
220,10/31/24,1178,2019,403,3,1514.05,24,GiftCard
221,4/11/25,1032,2071,404,1,547.24,19,DebitCard
222,10/11/24,1032,2011,402,,1229.69,4,MobilePay
223,6/17/24,1071,2042,403,0,420.55,25,CreditCard
224,2/25/25,1193,2031,402,1,1562.25,23,GiftCard
225,10/30/24,1091,2040,404,3,54.83,20,DebitCard
226,8/23/24,1011,2028,402,,1188.86,12,CreditCard
227,2/15/25,1050,2046,402,2,125.02,10,CreditCard
228,5/20/25,1125,2093,403,3,1784.26,14,CreditCard
229,5/29/25,1134,2019,401,3,3338.16,3,DebitCard
230,6/29/24,1071,2047,401,3,80.68,10,DebitCard
231,12/11/24,1004,2035,403,,3533.15,21,DebitCard
232,3/22/25,1027,2067,402,2,571.28,7,DebitCard
233,11/4/24,1103,2031,402,0,1723.53,12,DebitCard
234,3/5/25,1005,2060,401,1,1698.39,16,Cash
235,1/11/25,1024,2005,402,3,1852.11,9,DebitCard
236,1/31/25,1139,2004,402,2,453.96,25,CreditCard
237,7/31/24,1101,2038,402,3,1104.1,23,CreditCard
238,11/1/24,1176,2064,403,,1685.42,21,CreditCard
239,10/15/24,1152,2099,403,,1985.54,0,Cash
240,11/30/24,1096,2087,404,2,1440.56,2,DebitCard
241,7/5/24,1116,2040,403,0,72.26,7,CreditCard
242,3/5/25,1066,2091,404,0,918.79,17,DebitCard
243,12/26/24,1098,2079,404,1,1263.12,15,DebitCard
244,10/30/24,1020,2023,401,2,2679.04,7,DebitCard
245,7/3/24,1063,2063,402,1,1900.21,1,DebitCard
246,10/12/24,1084,2055,402,1,396.39,4,DebitCard
247,11/4/24,1188,2062,402,2,816.22,16,CreditCard
248,7/19/24,1151,2023,401,3,1443.42,11,DebitCard
249,3/19/25,1017,2052,404,2,1334.39,15,Cash
250,2/14/25,1018,2076,404,3,1591.91,23,Cash
251,10/22/24,1137,2010,401,2,1244.72,18,CreditCard
252,12/18/24,1165,2096,403,3,242.28,21,Cash
253,8/31/24,1142,2073,402,3,1375.13,0,DebitCard
254,2/1/25,1034,2037,404,0,1884.32,18,Cash
255,7/29/24,1116,2066,404,0,1408.69,14,Cash
256,10/7/24,1181,2054,401,1,3832.2,19,CreditCard
257,12/6/24,1084,2059,402,1,1331.75,6,DebitCard
258,11/3/24,1050,2054,404,,1752.55,20,DebitCard
259,2/8/25,1147,2097,402,1,1680.59,0,MobilePay
260,4/12/25,1163,2046,404,2,74.1,16,CreditCard
261,8/10/24,1076,2075,401,2,645.49,8,MobilePay
262,8/16/24,1130,2076,402,3,1289.23,17,DebitCard
263,2/3/25,1044,2062,403,2,1257.85,2,DebitCard
264,4/14/25,1124,2079,404,3,4279.51,13,Cash
265,11/30/24,1034,2028,403,,612.91,2,Cash
266,3/13/25,1197,2070,401,2,125.26,5,CreditCard
267,10/25/24,1010,2056,402,0,1324.66,14,GiftCard
268,9/10/24,1008,2044,401,0,512.04,21,DebitCard
269,3/24/25,1089,2078,404,1,1636.38,13,MobilePay
270,3/22/25,1136,2097,402,2,1703.04,20,Cash
271,4/11/25,1173,2017,404,2,297.43,6,DebitCard
272,4/14/25,1089,2097,404,2,2188.28,23,MobilePay
273,7/3/24,1196,2097,403,2,2696.2,4,MobilePay
274,12/21/24,1187,2091,403,3,2433.39,17,DebitCard
275,8/27/24,1072,2070,402,3,135.18,1,MobilePay
276,3/6/25,1032,2023,404,3,3598.66,15,DebitCard
277,7/26/24,1040,2035,401,2,3490.29,9,Cash
278,1/13/25,1020,2096,402,0,52.12,22,CreditCard
279,11/27/24,1071,2056,401,,285.16,8,DebitCard
280,4/12/25,1122,2079,401,0,2154.03,16,GiftCard
281,9/30/24,1192,2082,402,,1240.12,10,DebitCard
282,8/8/24,1054,2019,404,3,890.1,19,CreditCard
283,7/13/24,1150,2044,404,1,1307.01,20,Cash
284,9/10/24,1184,2099,401,2,1233.51,21,CreditCard
285,8/17/24,1165,2035,404,1,3172.68,23,Cash
286,12/9/24,1092,2016,404,3,1381.74,13,Cash
287,3/6/25,1197,2039,401,,4651.61,22,DebitCard
288,5/14/25,1073,2064,404,3,1096.3,0,CreditCard
289,12/30/24,1079,2035,402,3,3934.51,17,DebitCard
290,1/14/25,1079,2093,402,,897.24,15,DebitCard
291,11/20/24,1079,2084,402,1,369.47,8,DebitCard
292,5/16/25,1184,2054,402,2,1031.26,22,Cash
293,4/26/25,1109,2019,403,0,2798.52,16,CreditCard
294,6/24/24,1042,2032,401,0,1042.21,10,GiftCard
295,6/20/24,1062,2054,404,1,4358.68,17,GiftCard
296,12/15/24,1189,2028,403,2,201.88,8,CreditCard
297,10/26/24,1013,2097,401,0,4397.15,1,DebitCard
298,3/10/25,1022,2001,403,2,523.04,18,CreditCard
299,10/25/24,1197,2093,402,3,1106.01,24,DebitCard
300,1/8/25,1002,2000,404,2,1083.14,24,Cash
301,9/6/24,1015,2018,403,1,1063.53,2,GiftCard
302,2/7/25,1191,2019,402,3,3055.19,17,CreditCard
303,11/15/24,1060,2054,404,2,1723.8,23,DebitCard
304,7/2/24,1066,2023,404,3,2112.29,6,DebitCard
305,3/8/25,1118,2019,401,2,3635.95,1,DebitCard
306,6/18/24,1083,2035,403,0,1670.75,2,CreditCard
307,5/29/25,1005,2071,402,0,322.6,25,DebitCard
308,6/6/24,1056,2079,403,0,1664.69,23,DebitCard
309,3/25/25,1066,2091,402,2,4740.26,25,CreditCard
310,6/22/24,1110,2050,404,,386.97,8,CreditCard
311,8/28/24,1020,2019,401,1,2745.01,2,CreditCard
312,4/20/25,1022,2023,404,1,4109.76,8,DebitCard
313,3/18/25,1182,2069,404,2,400.64,1,CreditCard
314,10/7/24,1020,2091,403,1,950.6,24,DebitCard
315,1/17/25,1188,2035,404,1,3166.34,23,CreditCard
316,3/22/25,1151,2054,402,1,4146.81,19,CreditCard
317,5/22/25,1044,2011,401,1,982.08,13,CreditCard
318,10/12/24,1033,2029,403,,108.66,19,CreditCard
319,7/29/24,1089,2047,404,2,316.08,20,Cash
320,8/5/24,1163,2083,403,2,1198.45,13,CreditCard
321,8/12/24,1176,2023,401,3,3968.74,25,Cash
322,12/19/24,1089,2078,402,0,324.25,17,MobilePay
323,2/27/25,1089,2019,403,2,3619.29,9,DebitCard
324,10/19/24,1184,2079,404,1,2718.87,4,Cash
325,10/29/24,1025,2073,402,0,115.15,4,CreditCard
326,6/8/24,1026,2023,404,0,4541.56,16,MobilePay
327,7/10/24,1157,2090,401,1,896.69,18,CreditCard
328,6/23/24,1048,2070,403,2,16.95,12,DebitCard
329,12/20/24,1039,2013,404,3,615.81,8,DebitCard
330,8/10/24,1020,2014,403,3,1339.03,22,CreditCard
331,7/9/24,1047,2048,403,0,956.86,8,CreditCard
332,9/1/24,1015,2019,401,3,3153.77,10,CreditCard
333,12/15/24,1133,2068,404,1,203.96,14,Cash
334,4/27/25,1128,2066,402,3,1969.52,0,MobilePay
335,5/23/25,1032,2019,404,1,1660.49,23,DebitCard
336,5/1/25,1017,2097,404,2,4627.23,22,Cash
337,6/6/24,1150,2053,401,1,1186.22,18,GiftCard
338,5/20/25,1066,2012,403,2,565.07,13,CreditCard
339,1/17/25,1121,2041,404,3,4503.08,6,DebitCard
340,10/12/24,1032,2047,401,2,1693.55,21,Cash
341,4/11/25,1058,2091,403,3,901.79,12,Cash
342,11/16/24,1104,2097,403,1,3693.06,13,DebitCard
343,11/6/24,1134,2003,402,1,536.51,20,Cash
344,11/21/24,1180,2054,404,0,1588.72,2,Cash
345,11/30/24,1121,2044,403,2,1393.26,10,CreditCard
346,9/24/24,1041,2099,402,1,574.71,6,Cash
347,11/8/24,1034,2016,402,0,1236.27,8,CreditCard
348,5/12/25,1181,2054,404,3,2600.14,22,CreditCard
349,1/27/25,1101,2000,403,2,260.8,0,GiftCard
350,6/28/24,1163,2040,403,2,82.42,0,GiftCard
351,9/7/24,1005,2087,402,3,555.88,21,CreditCard
352,11/9/24,1009,2073,402,1,1294.71,4,CreditCard
353,11/26/24,1091,2021,402,3,554.37,11,CreditCard
354,3/23/25,1046,2042,401,1,648.82,19,Cash
355,3/15/25,1066,2059,401,0,429.36,21,CreditCard
356,7/20/24,1135,2013,402,1,4942.36,11,CreditCard
357,4/24/25,1036,2029,401,1,18.12,13,Cash
358,11/20/24,1116,2020,404,0,895.74,12,CreditCard
359,11/13/24,1122,2004,402,0,1525.85,7,Cash
360,12/10/24,1034,2031,402,2,250.28,16,CreditCard
361,12/4/24,1016,2038,403,2,1389.22,21,CreditCard
362,7/26/24,1125,2024,402,3,487.43,3,DebitCard
363,5/27/25,1034,2021,401,0,1298.63,8,GiftCard
364,3/8/25,1152,2084,401,0,275.79,15,DebitCard
365,11/17/24,1020,2019,402,0,3477.49,25,DebitCard
366,1/20/25,1155,2053,401,0,1580.28,12,MobilePay
367,12/2/24,1199,2097,402,3,677.33,0,CreditCard
368,12/2/24,1032,2009,401,0,103.66,12,Cash
369,8/2/24,1066,2012,403,3,627.24,12,DebitCard
370,11/23/24,1116,2037,403,2,276.01,11,Cash
371,4/9/25,1002,2084,402,3,573.2,2,DebitCard
372,2/21/25,1087,2079,404,2,3604.56,5,DebitCard
373,11/27/24,1042,2013,402,3,3552.77,5,GiftCard
374,8/15/24,1091,2087,402,3,852,11,MobilePay
375,6/20/24,1080,2097,402,2,3597.09,4,MobilePay
376,12/31/24,1186,2054,404,0,4704.67,15,Cash
377,12/4/24,1126,2009,404,2,17.05,18,DebitCard
378,8/31/24,1103,2010,404,3,1021.99,12,Cash
379,10/5/24,1190,2013,404,0,4063.02,19,Cash
380,5/19/25,1130,2083,404,2,1642.35,19,DebitCard
381,4/5/25,1196,2060,403,0,1334.87,3,DebitCard
382,6/1/24,1162,2037,403,0,1010.22,7,Cash
383,3/28/25,1104,2039,402,3,4210.49,21,GiftCard
384,8/18/24,1193,2081,401,3,1199.17,7,DebitCard
385,12/4/24,1001,2006,404,3,1573.11,8,CreditCard
386,5/1/25,1044,2016,401,2,800.09,3,Cash
387,5/24/25,1195,2079,403,3,1121.81,24,Cash
388,12/27/24,1131,2097,403,1,3308.75,5,CreditCard
389,9/27/24,1172,2023,403,2,3122.63,24,CreditCard
390,5/12/25,1172,2068,403,3,1069.32,14,DebitCard
391,6/11/24,1034,2023,403,1,3607.68,13,CreditCard
392,9/28/24,1008,2057,401,1,1144.48,14,DebitCard
393,9/6/24,1178,2013,404,2,742.11,13,CreditCard
394,2/26/25,1032,2081,403,1,1930.37,25,CreditCard
395,9/28/24,1066,2023,401,3,1689.08,15,Cash
396,8/6/24,1001,2029,401,2,118.31,10,CreditCard
397,1/3/25,1077,2073,403,,1074.52,23,DebitCard
398,5/17/25,1129,2097,404,1,3485.01,5,DebitCard
399,10/12/24,1192,2060,401,2,1813.77,15,Cash
400,12/29/24,1010,2041,404,0,2931.07,23,DebitCard
401,9/23/24,1197,2065,404,2,425.4,7,CreditCard
402,12/6/24,1042,2098,401,1,1558.49,15,CreditCard
403,4/13/25,1026,2079,401,1,3725.91,23,CreditCard
404,6/16/24,1116,2071,401,1,844.88,5,DebitCard
405,11/19/24,1080,2019,401,0,3135.24,19,GiftCard
406,2/7/25,1066,2041,401,3,4199.55,13,CreditCard
407,6/14/24,1071,2079,403,1,4491.4,4,Cash
408,5/20/25,1165,2001,402,0,818.46,14,Cash
409,12/14/24,1071,2092,403,1,480.54,24,DebitCard
410,4/3/25,1116,2072,401,3,192.63,23,DebitCard
411,1/24/25,1050,2062,403,1,1258.06,14,Cash
412,4/26/25,1115,2040,402,2,144.21,10,DebitCard
413,8/9/24,1056,2082,404,2,1479.3,14,Cash
414,4/18/25,1091,2062,401,0,1724.49,16,CreditCard
415,7/28/24,1067,2080,401,0,1281.67,20,GiftCard
416,3/25/25,1196,2004,403,3,339.83,20,DebitCard
417,11/2/24,1150,2037,402,0,1029.23,1,DebitCard
418,1/20/25,1157,2096,402,1,1153.33,6,GiftCard
419,4/17/25,1032,2005,402,1,770.4,5,Cash
420,6/19/24,1089,2058,401,,251.29,14,DebitCard
421,5/21/25,1070,2033,402,3,1324.01,2,GiftCard
422,4/3/25,1096,2028,404,2,990.11,21,GiftCard
423,12/27/24,1035,2029,401,2,36.17,11,MobilePay
424,10/24/24,1030,2053,403,3,984.09,24,GiftCard
425,12/24/24,1105,2013,402,1,2806.89,8,DebitCard
426,4/23/25,1116,2023,404,0,3775.88,24,GiftCard
427,3/28/25,1055,2060,404,3,1599.5,6,CreditCard
428,3/28/25,1020,2054,404,0,2234.58,10,Cash
429,7/16/24,1005,2077,401,0,1086.29,2,GiftCard
430,3/1/25,1116,2069,401,3,772.24,0,DebitCard
431,6/19/24,1058,2061,404,0,546.31,20,MobilePay
432,3/7/25,1021,2097,404,0,4052.4,12,CreditCard
433,12/21/24,1034,2026,403,0,1320.57,5,Cash
434,9/13/24,1108,2078,403,3,855.79,10,CreditCard
435,3/14/25,1094,2061,403,2,826.35,15,CreditCard
436,7/27/24,1030,2057,402,3,1611.66,16,CreditCard
437,12/29/24,1013,2013,401,3,2459.2,13,CreditCard
438,6/28/24,1066,2092,404,3,1065.96,17,DebitCard
439,2/12/25,1198,2081,404,1,1864.98,15,CreditCard
440,12/7/24,1071,2086,401,0,219.34,4,DebitCard
441,9/21/24,1171,2075,402,0,1121.71,21,Cash
442,2/18/25,1149,2040,402,1,66.55,23,Cash
443,6/2/24,1066,2064,403,0,1915.58,6,Cash
444,4/18/25,1147,2091,404,1,4825.57,17,DebitCard
445,11/22/24,1150,2061,401,3,1988.69,1,CreditCard
446,1/26/25,1089,2045,401,2,231.37,6,GiftCard
447,1/25/25,1019,2022,404,1,574.7,13,CreditCard
448,5/14/25,1048,2025,402,2,445.39,17,GiftCard
449,9/11/24,1039,2015,401,3,1540.28,17,DebitCard
450,12/13/24,1032,2040,404,2,147.82,20,DebitCard
451,5/2/25,1056,2016,401,3,1104.5,13,GiftCard
452,12/3/24,1175,2058,401,3,66.42,5,DebitCard
453,1/25/25,1025,2070,403,2,75.99,18,Cash
454,12/29/24,1127,2053,403,3,400.78,22,CreditCard
455,7/25/24,1058,2092,403,3,432.32,14,CreditCard
456,3/20/25,1121,2022,404,2,635.07,5,CreditCard
457,12/18/24,1101,2023,401,2,3334.38,0,CreditCard
458,11/19/24,1092,2071,403,3,1741.37,22,DebitCard
459,5/19/25,1116,2036,403,3,921.51,4,CreditCard
460,7/4/24,1118,2018,402,2,1244,1,GiftCard
